land_number,max,min,mean,std_dev,kurtosis,skew
Grid50_Lambda4.0_14,1.0099999999999998,0.01,0.5180412280221693,0.1672195419506494,-0.03796870113684081,0.10951752914079772
Grid50_Lambda4.0_6,1.01,0.01,0.42293134473043936,0.1852684517726646,-0.18537174181129323,0.41293605373813336
Grid50_Lambda4.0_7,1.01,0.01,0.5339478673262683,0.16435709754381295,0.5444177161614112,-0.1845513026178919
Grid50_Lambda4.0_15,1.0099999999999998,0.01,0.5195952172224129,0.16507713599424803,0.17208881696325662,0.11207769212278396
Grid50_Lambda4.0_23,1.01,0.01,0.4539165749898134,0.18848113335155411,-0.6402072343130389,-0.011937008980859632
Grid50_Lambda4.0_19,1.01,0.01,0.5287585378875058,0.191983111684942,-0.5560539462963927,0.10199556100052333
Grid10_Lambda2.0_0,1.01,0.01,0.5075083845130512,0.22052699988516666,-0.47352851509695393,-0.0004885314482339678
Grid20_Lambda2.0_0,1.0099999999999998,0.01,0.2393019785106533,0.10766827272659225,14.007670540605503,2.5012734012555358
Grid30_Lambda1.0_0,1.01,0.01,0.5389552849671525,0.1698134142932232,0.053300691512353726,-0.13170338087887715
Grid50_Lambda3.0_3,1.0099999999999998,0.01,0.5291673972037934,0.17670926136267806,-0.34077594301031366,-0.05852163932022011
Grid50_Lambda3.0_2,1.01,0.01,0.5097120672007943,0.15868543168394175,0.169292856963994,-0.1435972524783434
Grid50_Lambda3.0_5,1.01,0.01,0.4954900647357945,0.1537548784461843,0.28773290974739263,0.1789290747187917
Grid50_Lambda3.0_9,1.0099999999999998,0.01,0.5443369841349144,0.1751230633161304,-0.1950040204449195,-0.1611352230617803
Grid50_Lambda3.0_8,1.01,0.01,0.4353950735601091,0.16104425959310506,0.28835651273338403,0.35119659988153396
Grid50_Lambda3.0_4,1.0099999999999998,0.01,0.47775171234882347,0.19488175350274778,-0.5792392351927291,0.11960983112418755
Grid50_Lambda3.0_7,1.01,0.01,0.499926380247183,0.18511865531221072,-0.5842229653250843,-0.03789862744485553
Grid50_Lambda3.0_6,1.0099999999999998,0.01,0.4017152026556285,0.14074947332810978,1.0765206926716457,0.5477511000223771
Grid50_Lambda3.0_1,1.0099999999999998,0.01,0.5118439025702275,0.16432334855178227,-0.004288011573293726,0.21057608079653603
Grid50_Lambda3.0_0,1.01,0.01,0.4661128822375387,0.163377511826104,0.40497337185276017,0.36066479922086725
Grid30_Lambda8.0_0,1.01,0.01,0.5995232075724468,0.23264534175846352,-0.48028294731504895,-0.40842653519412947
Grid30_Lambda2.0_4,1.01,0.01,0.5703882184247486,0.1748821973953453,-0.1335989696288089,-0.15878857046089945
Grid30_Lambda2.0_8,1.01,0.01,0.5449372241926397,0.1583875425495119,0.03512007048936949,-0.058624718670319084
Grid30_Lambda2.0_9,1.01,0.01,0.4894289048279015,0.1793138642439365,-0.17014298990489474,0.23298779363042632
Grid30_Lambda2.0_5,1.0099999999999998,0.01,0.574803252874046,0.19204478758575322,-0.30440633955220875,-0.2439336962879592
Grid30_Lambda2.0_2,1.0099999999999998,0.01,0.5716275032952467,0.1660588546430759,-0.1466036708768481,-0.05019336511114492
Grid30_Lambda2.0_3,1.01,0.01,0.47808163285196453,0.18109013475045274,-0.07747071497291458,0.203390177887884
Grid30_Lambda2.0_0,1.01,0.01,0.5534336817769416,0.15411586332162347,-0.05650183557375321,-0.23415224852182054
Grid30_Lambda2.0_1,1.01,0.01,0.5365727106625222,0.1752020318667746,-0.3078085467568701,0.17755558626306456
Grid30_Lambda2.0_6,1.01,0.01,0.61588234114123,0.14534328289029158,0.7171009885194475,-0.3281473891172848
Grid30_Lambda2.0_7,1.01,0.01,0.4917413999083309,0.18358702160293472,-0.6417520995811992,0.06230037401670597
Grid40_Lambda4.0_5,1.01,0.01,0.43824149597827344,0.17557537232139933,-0.17176819828737244,0.10791100469576682
Grid40_Lambda4.0_9,1.01,0.01,0.5161456123631829,0.1887275179756334,-0.401599582858053,0.059294514909727564
Grid40_Lambda4.0_8,1.01,0.01,0.5645376592711709,0.2005666597512705,-0.27195909142281227,-0.30275351534109635
Grid40_Lambda4.0_4,1.0100000000000002,0.01,0.5283301521538047,0.20596630836160007,-0.5418579924644855,0.06877319871540166
Grid40_Lambda4.0_3,1.01,0.01,0.43262862410909797,0.19621253941642863,0.20314857964155886,0.4617700042257716
Grid40_Lambda4.0_2,1.01,0.01,0.4505666266428135,0.16713534728772608,0.1845183904870722,0.17453840324794004
Grid40_Lambda4.0_11,1.01,0.01,0.5307450002063383,0.1907061970711319,-0.3340855161629439,-0.17981528447662545
Grid40_Lambda4.0_10,1.01,0.01,0.43561949766794106,0.2036075103490548,-0.3852364980714693,0.4361370305252256
Grid40_Lambda4.0_0,1.01,0.01,0.47604156799864283,0.1677159773601597,0.08409205201335501,0.15801659933759776
Grid40_Lambda4.0_7,1.01,0.01,0.585539664837687,0.15741581493810808,1.0402497330187002,-0.7327178383375135
Grid40_Lambda4.0_6,1.01,0.01,0.5334808470672798,0.17379417611425158,-0.011652373146069372,-0.15530628543194838
Grid50_Lambda8.0_0,1.01,0.01,0.538987405927928,0.2040622023098539,-0.3658433920700661,-0.4277448895728883
Grid50_Lambda2.0_3,1.01,0.01,0.5810187867518123,0.14542254701096674,0.5156347656593625,-0.43903392446659306
Grid50_Lambda2.0_2,1.01,0.01,0.4413099934596008,0.15418606651974148,0.1461875753579549,0.20131833824912918
Grid50_Lambda2.0_5,1.01,0.01,0.491472115974434,0.13595938422949833,0.35351708517321834,0.1613198075073256
Grid50_Lambda2.0_9,1.01,0.01,0.44198086784749147,0.13463861545930342,0.2952431245477998,0.1857308635037343
Grid50_Lambda2.0_8,1.0099999999999998,0.01,0.4641680258331076,0.1598623014086904,0.027682199409639008,0.33683934326676546
Grid50_Lambda2.0_4,1.01,0.01,0.5325887069450643,0.14671400329691775,0.023272310726012435,-0.13424694585048422
Grid50_Lambda2.0_7,1.0099999999999998,0.01,0.5033421867528145,0.16409803406039325,-0.12923405180715086,-0.04575577612283221
Grid50_Lambda2.0_6,1.01,0.01,0.5044488664043487,0.15727071271667545,0.07131301645334487,0.09894769695852876
Grid50_Lambda2.0_1,1.01,0.01,0.5125663090683734,0.15577223458999678,0.050892311530633894,0.049328002944116836
Grid50_Lambda2.0_0,1.01,0.01,0.5085531340764308,0.15649042659778536,-0.05611813944297728,-0.04240299987620716
Grid40_Lambda12.0_0,1.01,0.01,0.5479217606256536,0.22866679820868663,-0.3931252164596435,-0.03615879510862043
Grid20_Lambda2.0_13,1.0099999999999998,0.01,0.4216384650284992,0.183319274433652,-0.18291406983285796,0.19290073185614895
Grid20_Lambda2.0_9,1.01,0.01,0.5916866804824847,0.19698421399558833,-0.2746779480320205,-0.3541088730787253
Grid20_Lambda2.0_5,1.01,0.01,0.4894266311318289,0.2223372074108977,-0.68777270743748,0.06300528407976387
Grid20_Lambda2.0_4,1.0100000000000002,0.01,0.5172753705556756,0.1687753132902409,-0.09030458775431915,-0.03555505614909052
Grid20_Lambda2.0_12,1.01,0.01,0.4946469311839219,0.18306215036706364,-0.19260600093680758,0.29986586879070404
Grid20_Lambda2.0_8,1.01,0.01,0.4914821274232569,0.1653431304512016,0.13368854009455955,-0.07201573727524754
Grid20_Lambda2.0_19,1.0099999999999998,0.01,0.5093861663578515,0.1983897650233865,-0.39442083896591473,-0.05010264560250874
Grid20_Lambda2.0_3,1.01,0.01,0.599386844040028,0.17487641979853044,0.7725250232057324,-0.5814256047904076
Grid20_Lambda2.0_15,1.01,0.01,0.4806657422512167,0.16722043673575032,0.7328971763300238,0.4836678946562513
Grid20_Lambda2.0_14,1.01,0.01,0.4740320788313208,0.1890886922272682,-0.40671392269533424,-0.11320198893088447
Grid20_Lambda2.0_18,1.0100000000000002,0.01,0.5147997061578719,0.17646324817454134,-0.40755555981148106,0.03782234533020575
Grid20_Lambda2.0_2,1.01,0.01,0.4945244250597206,0.1677700622736924,0.10643811313208129,0.13519606689806535
Grid20_Lambda2.0_1,1.01,0.01,0.5125194035508986,0.19811749294991224,-0.471017660879681,0.021326007286203093
Grid20_Lambda2.0_17,1.01,0.01,0.5862482999586095,0.18147433058475182,0.24732894341205824,-0.37937630423903235
Grid20_Lambda2.0_16,1.0100000000000002,0.01,0.5731049025296303,0.22296947241478274,-0.6375545018745687,-0.2499275210177902
Grid20_Lambda2.0_0,1.0100000000000002,0.01,0.5224131565950185,0.20245702245357836,-0.49733034090823125,-0.2608384933013154
Grid20_Lambda2.0_11,1.01,0.01,0.5512011941143892,0.19947198748106001,-0.5484782771955476,-0.10722297872885234
Grid20_Lambda2.0_7,1.01,0.01,0.6233586880168693,0.2042403864391547,0.12250152749823773,-0.7194192234508682
Grid20_Lambda2.0_6,1.01,0.01,0.47350561463546925,0.19799346398284035,-0.29565327550081566,0.17640634798172156
Grid20_Lambda2.0_10,1.01,0.01,0.5650270624292817,0.17698377301433732,-0.27244409000915004,-0.26119013098026334
Grid20_Lambda8.0_5,1.0099999999999998,0.01,0.4779233603063605,0.22730734153511728,-0.5772032261196465,-0.0897416650088874
Grid20_Lambda8.0_9,1.01,0.01,0.43476822162079753,0.22519649636855055,-0.3249850606933222,0.48932336618927996
Grid20_Lambda8.0_8,1.01,0.01,0.4031074303802201,0.21975530593741394,-0.2641883043907738,0.4130037687248821
Grid20_Lambda8.0_4,1.0099999999999998,0.01,0.42091742318923003,0.22794547522067377,-0.6821132565207315,0.15747317416770673
Grid20_Lambda8.0_3,1.0100000000000002,0.01,0.30323472479720615,0.18866321164461514,1.5761988909858564,1.272072884872078
Grid20_Lambda8.0_2,1.0099999999999998,0.01,0.4168565923602962,0.23975774740611988,-0.7230505242279448,0.40909650117399243
Grid20_Lambda8.0_10,1.0099999999999998,0.01,0.6004691286634872,0.25857012246859096,-1.2270753923149393,-0.11726516682841939
Grid20_Lambda8.0_1,1.0099999999999998,0.01,0.44921722171851075,0.1739334806453123,1.3222334502914492,1.0371450631307173
Grid20_Lambda8.0_0,1.0100000000000002,0.01,0.4631056602206961,0.3088293364126679,-1.386344785437088,0.2510776358206353
Grid20_Lambda8.0_7,1.01,0.01,0.4787905530667274,0.24459911892311959,-0.8003072245863123,0.07641286745867404
Grid20_Lambda8.0_6,1.01,0.01,0.42683543902398824,0.2114042336611612,-0.4015607710468423,0.015218076295820514
Grid50_Lambda5.0_4,1.01,0.01,0.47539650715220505,0.18587227110030613,0.2880323848777899,0.3537102837909908
Grid50_Lambda5.0_5,1.01,0.01,0.45822954571589997,0.1791181901323255,-0.43184552129318066,0.25650093864683304
Grid50_Lambda5.0_2,1.01,0.01,0.4744741479847929,0.20118762277768146,-0.4265991133382139,0.15734170883031326
Grid50_Lambda5.0_3,1.01,0.01,0.5155984071341403,0.16944272459270907,0.008642723799248131,0.14514243553835124
Grid50_Lambda5.0_0,1.01,0.01,0.4353940569590768,0.18885947204217887,-0.6529277580394539,-0.2340856973120941
Grid50_Lambda5.0_1,1.01,0.01,0.43271152865087914,0.16664469028489695,0.09229116529724957,0.2420696774283011
